Index,AircraftLength,AircraftSpan,AircraftFuelCapacity,AircraftMLW,AircraftACN,AircraftARFF,ReferenceCruiseFL,ReferenceVclimb,ReferenceVcruise,ReferenceVdescent,ReferenceMLD,ReferenceMORA,ReferenceZpOpt,LiveAltitude,LiveFuelWeight,LiveMAR,LiveSR,LiveIAS,LiveVz,AircraftFlightPhase,AircraftGPSLatitude,AircraftGPSLongitude,Heading,AircraftFlapsPosition,AircraftSlatsPosition,AircraftSpoilersPosition,AircraftFuel,AircraftLandingGearAuxilary,AircraftLandingGearPrincipal,LiveCurrentWeight,CurrentWaypointName,CurrentWaypointEstimatedTimeOfArrival,CurrentWaypointPlannedAltitude,CurrentWaypointGPSLatitude,CurrentWaypointGPSLongitude,ReferenceDescentFL,AircraftAntiIcingState,AircraftIcingProbe
14,37.57,35.8,24210.0,66000.0,ACN.csv,6,240,2500,420.0,1500,1633.89,8658.743817889499,37915.604927251174,7658.7438178895,4230.565316516,262.4962874136033,0.028144303235150672,243.15554481807587,2554.933942223548,Climb,43.614439302425005,1.5928802903013,340.04568644765186,0.0,0.0,0,9326.8,0.0,0.0,56388.5441290402,MAKOX,15.795703011879711,24000,45.332778,1.238056,0,0,0
15,37.57,35.8,24210.0,66000.0,ACN.csv,6,240,2500,420.0,1500,1633.48,9534.5358872909,37930.906865853125,8534.5358872909,4189.760146910799,274.39356237039203,0.02970643232646577,243.44830452138143,2661.686492995519,Climb,43.640206809558,1.5842835868525,344.47905514563865,0.0,0.0,0,9236.839999999998,0.0,0.0,56347.738959435,MAKOX,15.304797475480436,24000,45.332778,1.238056,0,0,0
16,37.57,35.8,24210.0,66000.0,ACN.csv,6,240,2500,420.0,1500,1633.15,10397.5311395919,37943.35797640962,9397.5311395919,4156.5571854268,339.06661179371156,0.03700130208014627,243.15246908332534,2487.652521090078,Climb,43.666696697847,1.5776030974256,350.6897213449472,0.0,0.0,0,9163.64,0.0,0.0,56314.535997951,MAKOX,14.865412378219627,24000,45.332778,1.238056,0,0,0
17,37.57,35.8,24210.0,66000.0,ACN.csv,6,240,2500,420.0,1500,1632.84,11262.356297716,37955.060659555624,10262.356297716,4125.3500303708,361.6841112538551,0.03976805653028038,242.10050002957743,2499.905483589138,Climb,43.693580121706,1.5716492787908998,350.8035137899479,0.0,0.0,0,9094.839999999998,0.0,0.0,56283.328842895,MAKOX,14.480669262324552,24000,45.332778,1.238056,0,0,0
18,37.57,35.8,24210.0,66000.0,ACN.csv,6,240,2500,420.0,1500,1632.53,12129.071673643,37966.71231356,11129.071673643,4094.2789530257996,364.8658512151425,0.04042234739829683,241.5367902618279,2500.2532972563044,Climb,43.720793008880996,1.5659101555606,351.35997574217043,0.0,0.0,0,9026.339999999998,0.0,0.0,56252.25776555,MAKOX,14.073946547777487,24000,45.332778,1.238056,0,0,0
19,37.57,35.8,24210.0,66000.0,ACN.csv,6,240,2500,420.0,1500,1632.22,12996.175959076001,37978.23469373892,11996.175959076001,4063.5526058820005,370.76566978116085,0.0413865637243722,241.13411005577407,2500.0436087574562,Climb,43.748368415251996,1.5603805354254,351.66497408413454,0.0,0.0,0,8958.6,0.0,0.0,56221.5314184062,MAKOX,13.665750390657445,24000,45.332778,1.238056,0,0,0
20,37.57,35.8,24210.0,66000.0,ACN.csv,6,240,2500,420.0,1500,1631.92,13863.673532677,37989.60398649298,12863.673532677,4033.2344918712,377.63071824576014,0.04246973807724906,240.7882316700647,2499.9967548811774,Climb,43.776298182287,1.5549068240298998,351.7800077872881,0.0,0.0,0,8891.76,0.0,0.0,56191.2133043954,MAKOX,13.262037125132078,24000,45.332778,1.238056,0,0,0
21,37.57,35.8,24210.0,66000.0,ACN.csv,6,240,2500,420.0,1500,1631.62,14731.597150305,38000.830397650476,13731.597150305,4003.2973954512004,384.3773097449367,0.04355175188821549,240.49926431863437,2499.9934037762077,Climb,43.804579406487,1.5494112451184,351.81839143361015,0.0,0.0,0,8825.76,0.0,0.0,56161.2762079754,MAKOX,12.862626878347648,24000,45.332778,1.238056,0,0,0
22,37.57,35.8,24210.0,66000.0,ACN.csv,6,240,2500,420.0,1500,1631.32,15599.955060868999,38011.90712332587,14599.955060868999,3973.7594603168,391.58844831747587,0.04469861200979334,240.26759603241166,2499.9931050668265,Climb,43.833214805817,1.5438628723336003,351.8283776461786,0.0,0.0,0,8760.64,0.0,0.0,56131.738272841,MAKOX,12.467384749989959,24000,45.332778,1.238056,0,0,0
23,37.57,35.8,24210.0,66000.0,ACN.csv,6,240,2500,420.0,1500,1631.03,16468.753484654,38022.83756546195,15468.753484653998,3944.6116146206,398.92399300441093,0.04587241967398055,240.09177786810054,2499.9909951555114,Climb,43.862209237955,1.5382492512882,351.8278639847251,0.0,0.0,0,8696.38,0.0,0.0,56102.5904271448,MAKOX,12.076300488929375,24000,45.332778,1.238056,0,0,0
24,37.57,35.8,24210.0,66000.0,ACN.csv,6,240,2500,420.0,1500,1630.74,17337.999511693997,38033.625126001476,16337.999511693999,3915.8447865151998,406.3830606564787,0.04707343259513292,239.970979775512,2499.988759620929,Climb,43.891568413992005,1.5325647577641999,351.82333082075723,0.0,0.0,0,8632.96,0.0,0.0,56073.8235990394,MAKOX,11.689342402783154,24000,45.332778,1.238056,0,0,0
25,37.57,35.8,24210.0,66000.0,ACN.csv,6,240,2500,420.0,1500,1630.46,18207.700898672,38044.2630010589,17207.700898672,3887.4771196954002,414.3629916558361,0.04834803797898307,239.90355420773477,2499.9906287413955,Climb,43.921298492842,1.5268062112493,351.8170885949781,0.0,0.0,0,8570.42,0.0,0.0,56045.4559322196,MAKOX,11.306524706190796,24000,45.332778,1.238056,0,0,0
26,37.57,35.8,24210.0,66000.0,ACN.csv,6,240,2500,420.0,1500,1630.18,19077.864743062,38054.764798405326,18077.864743062,3859.4723267715995,422.0764744830453,0.04960539995428731,239.8880668220858,2499.990270104239,Climb,43.951405517543,1.5209713797928,351.81022226916366,0.0,0.0,0,8508.679999999998,0.0,0.0,56017.4511392958,MAKOX,10.927855228153872,24000,45.332778,1.238056,0,0,0
27,37.57,35.8,24210.0,66000.0,ACN.csv,6,240,2500,420.0,1500,1629.9,19948.499450309,38065.113508326875,18948.499450309,3831.8757669807997,430.7608490078986,0.050990649563426714,239.92412547282095,2499.989359849232,Climb,43.9818959041,1.5150569996108,351.8076537809363,0.0,0.0,0,8447.839999999998,0.0,0.0,55989.854579505,MAKOX,10.553292590127853,24000,45.332778,1.238056,0,0,0
28,37.57,35.8,24210.0,66000.0,ACN.csv,6,240,2500,420.0,1500,1629.63,20819.612353501998,38075.319336651875,19819.612353501998,3804.6602247807996,439.3268262307237,0.05237663405962963,240.01058315447995,2499.9877187860266,Climb,44.012775987664,1.5090579934169,351.80114249074563,0.0,0.0,0,8387.839999999998,0.0,0.0,55962.639037305,MAKOX,10.182832595601841,24000,45.332778,1.238056,0,0,0
29,37.57,35.8,24210.0,66000.0,ACN.csv,6,240,2500,420.0,1500,1629.36,21691.222178889,38085.389087265874,20691.222178889,3777.8075564768,447.92924349571183,0.05378179912875474,240.16545113803255,2500.008888694955,Climb,44.044053140667,1.5029709886048999,351.7932784204683,0.0,0.0,0,8328.64,0.0,0.0,55935.786369001005,MAKOX,9.815683404616642,24000,45.332778,1.238056,0,0,0
30,37.57,35.8,24210.0,66000.0,ACN.csv,6,240,2500,420.0,1500,1629.1,22563.318382908,38095.3329659972,21563.318382908,3751.2905465266003,456.35519099678015,0.055180805133235325,240.36728771741235,2499.970895033134,Climb,44.07573645203,1.4967932433136002,351.7848686554385,0.0,0.0,0,8270.18,0.0,0.0,55909.2693590508,MAKOX,9.452717434454005,24000,45.332778,1.238056,0,0,0
31,37.57,35.8,24210.0,66000.0,ACN.csv,6,240,2500,420.0,1500,1628.79,23000.0,38106.87915977555,22440.244403134,3720.500696451,407.4499434650916,0.04967508424040716,248.21014518403618,2511.614805370413,Cruise,44.10806990044001,1.4904736994156997,351.7599135686265,0.0,0.0,0,8202.3,0.0,0.0,55878.4795089752,MAKOX,8.813439530521276,24000,45.332778,1.238056,0,0,0
32,37.57,35.8,24210.0,66000.0,ACN.csv,6,240,2500,420.0,1500,1628.43,23000.0,38120.31002985125,23317.049179842998,3684.6850429158003,372.59363704938363,0.04586704939709327,263.40375080467743,2498.542111093806,Cruise,44.142618733308,1.4836976235495,351.76133971492163,0.0,0.0,0,8123.34,0.0,0.0,55842.663855440005,MAKOX,7.976988686140634,24000,45.332778,1.238056,0,0,0
33,37.57,35.8,24210.0,66000.0,ACN.csv,6,240,2500,420.0,1500,1628.08,23000.0,38133.65585135757,24175.275477556002,3649.0961855656,395.6090856442868,0.04917526248300618,277.36701467809894,1964.2553085275365,Cruise,44.179537438233005,1.4764359675404999,351.76082219642126,0.0,0.0,0,8044.88,0.0,0.0,55807.0749980898,MAKOX,7.258142296295801,24000,45.332778,1.238056,0,0,0
34,37.57,35.8,24210.0,66000.0,ACN.csv,6,240,2500,420.0,1500,1627.72,23000.0,38147.0424961772,24691.421664221,3613.3984660466003,420.76195504031875,0.05281853473563474,296.7627215114907,1072.4448147902779,Cruise,44.21910423311,1.4686343635075,351.7622650303888,0.0,0.0,0,7966.18,0.0,0.0,55771.3772785708,MAKOX,6.5083056842094225,24000,45.332778,1.238056,0,0,0
35,37.57,35.8,24210.0,66000.0,ACN.csv,6,240,2500,420.0,1500,1627.37,23000.0,38160.30326911415,24985.831635277,3578.0364048814004,450.24109996356606,0.05707765503035742,316.43005734197743,448.500808204143,Cruise,44.261654606386,1.4602258585748003,351.7716804255135,0.0,0.0,0,7888.22,0.0,0.0,55736.015217405606,MAKOX,5.850011035894221,24000,45.332778,1.238056,0,0,0
36,37.57,35.8,24210.0,66000.0,ACN.csv,6,240,2500,420.0,1500,1627.11,23000.0,38169.794689456394,25133.007838553,3552.7259506354003,633.0113042915618,0.08081937693478668,320.064797739535,148.47841745712276,Cruise,44.30601554549501,1.4514520939772,351.7889054445323,0.0,0.0,0,7832.42,0.0,0.0,55710.70476315961,MAKOX,5.535660496301043,24000,45.332778,1.238056,0,0,0
37,37.57,35.8,24210.0,66000.0,ACN.csv,6,240,2500,420.0,1500,1626.89,23000.0,38177.95254823085,25209.305253385,3530.9716605702,730.5862314309197,0.09385188329452777,319.1314305433569,-1.712013169926081,Cruise,44.350471204166006,1.4426544402023997,351.7871188940419,0.0,0.0,0,7784.46,0.0,0.0,55688.9504730944,MAKOX,5.308493349684022,24000,45.332778,1.238056,0,0,0
38,37.57,35.8,24210.0,66000.0,ACN.csv,6,240,2500,420.0,1500,1626.68,23000.0,38186.059377863676,25262.77595604,3509.3534482160003,730.1905731250387,0.09437888702370989,318.68942055535126,-0.4667292010883273,Cruise,44.39486915316,1.4338542539095,351.7777348894043,0.0,0.0,0,7736.8,0.0,0.0,55667.3322607402,MAKOX,5.074312150695694,24000,45.332778,1.238056,0,0,0
39,37.57,35.8,24210.0,66000.0,ACN.csv,6,240,2500,420.0,1500,1626.46,23000.0,38194.18151623899,25317.05702513,3487.6944125485,724.1698136296714,0.09418196183269342,318.39537921293896,-0.0073845613613343665,Cruise,44.43924830782699,1.4250378126401002,351.76383178946264,0.0,0.0,0,7689.05,0.0,0.0,55645.6732250727,MAKOX,4.837426827062267,24000,45.332778,1.238056,0,0,0
40,37.57,35.8,24210.0,66000.0,ACN.csv,6,240,2500,420.0,1500,1626.25,23000.0,38202.28324295765,25371.367637187002,3466.0898079654003,721.3499643003612,0.09439998904658574,318.101062156722,-0.0005411410387523574,Cruise,44.483616817306995,1.4161992542598,351.74666357840516,0.0,0.0,0,7641.42,0.0,0.0,55624.068620489605,MAKOX,4.600310229272329,24000,45.332778,1.238056,0,0,0
41,37.57,35.8,24210.0,66000.0,ACN.csv,6,240,2500,420.0,1500,1626.03,23000.0,38210.362857048276,25425.666381682004,3444.5441703904003,718.6716065691064,0.09463776370690058,317.80294158493126,-0.00016633121845188725,Cruise,44.527973425287,1.4073360540633002,351.7273572420209,0.0,0.0,0,7593.92,0.0,0.0,55602.522982914605,MAKOX,4.363015791704536,24000,45.332778,1.238056,0,0,0
42,37.57,35.8,24210.0,66000.0,ACN.csv,6,240,2500,420.0,1500,1625.82,23000.0,38218.411853653924,25479.95226795,3423.0801794420004,716.7549990368086,0.09497720815159258,317.50568663390436,-0.00019252468973718348,Cruise,44.572317794599,1.3984463688784998,351.7065158228843,0.0,0.0,0,7546.6,0.0,0.0,55581.0589919662,MAKOX,4.125473350212457,24000,45.332778,1.238056,0,0,0
43,37.57,35.8,24210.0,66000.0,ACN.csv,6,240,2500,420.0,1500,1625.6,23000.0,38226.45064443125,25534.224896062,3401.6434040358004,713.0165618898744,0.09507724171592093,317.20900217629196,-0.0006320250852809292,Cruise,44.616649805159,1.3895286960003999,351.6843789578012,0.0,0.0,0,7499.34,0.0,0.0,55559.622216560005,MAKOX,3.887686518402013,24000,45.332778,1.238056,0,0,0
